state,obs,action,episode,agent_idx
"Players: ((3, 1) facing (0, -1) holding None, (1, 1) facing (1, 0) holding onion@(1, 1)), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 32","[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  3.  0.  0.  1.  0.  1.  0.  0.  3.  0.  0.  0. -1.  1.  1.  0.  0.
  0.  0.  0.  0.  1.  0.  1.  0.  1.  1.  0.  0.  1.  0.  1.  0.  0.  0.
  0.  0.  0.  0. -1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  1. -2.  0.  3.  1.]",5,0,0
"Players: ((3, 1) facing (0, -1) holding None, (1, 1) facing (1, 0) holding onion@(1, 1)), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 33","[ 0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1.  2.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  1.  0.  1.  1.
  0.  3.  0. 39.  0. -1.  1.  1.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.
  1.  1.  2.  0.  1.  1.]",5,0,1
"Players: ((3, 1) facing (0, -1) holding None, (1, 1) facing (1, 0) holding None), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	2, onion@(2, 1)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 34","[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  3.  0.  0.  1.  0.  1.  1.  0.  3.  0. 38.  0. -1.  1.  1.  0.  0.
  0.  0.  0.  0.  1.  0.  1.  0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.
 -1.  0.  0.  0. -1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  1. -2.  0.  3.  1.]",3,0,0
"Players: ((3, 1) facing (-1, 0) holding None, (1, 1) facing (1, 0) holding None), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	3, onion@(2, 1)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 35","[ 0.  0.  1.  0.  0.  0.  0.  0. -1.  0.  0.  0. -1.  2.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  1.  0.  1.  1.
  0.  3.  0. 37.  0. -1.  1.  1.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.
  1.  1.  2.  0.  1.  1.]",3,0,1
"Players: ((3, 1) facing (-1, 0) holding None, (1, 1) facing (-1, 0) holding None), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	4, onion@(2, 1)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 36","[ 0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  3.  0.  0.  1.  0.  1.  1.  0.  3.  0. 36.  0. -1.  1.  1.  0.  0.
  0.  0.  0.  0.  1.  0.  1.  0.  1.  1.  0.  0.  0.  1.  0.  0.  0.  0.
 -1.  0.  0.  0. -1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  1. -2.  0.  3.  1.]",5,0,0
"Players: ((3, 1) facing (-1, 0) holding onion@(3, 1), (1, 1) facing (-1, 0) holding None), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	5], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 37","[ 0.  0.  0.  1.  0.  0.  0.  0. -1.  0.  0.  0. -1.  2.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.  0.  0.  1.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  1.  0.  1.  1.
  0.  3.  0. 35.  0. -1.  1.  1.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.
  1.  1.  2.  0.  1.  1.]",5,0,1
"Players: ((3, 1) facing (-1, 0) holding onion@(3, 1), (1, 1) facing (-1, 0) holding onion@(1, 1)), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	6], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 38","[ 0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  3.  0.  0.  1.  0.  1.  1.  0.  3.  0. 34.  0. -1.  1.  1.  0.  0.
  0.  0.  0.  0.  1.  0.  1.  0.  1.  1.  0.  0.  0.  1.  1.  0.  0.  0.
  0.  0.  0.  0. -1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  1. -2.  0.  3.  1.]",2,0,0
"Players: ((3, 1) facing (1, 0) holding onion@(3, 1), (1, 1) facing (-1, 0) holding onion@(1, 1)), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	7], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 39","[ 0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0. -1.  2.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.  0.  1.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0.  1.  0.  1.  0.  1.  1.  0.  3.  0. 33.  0. -1.  1.  0.
  1.  1.  2.  0.  1.  1.]",2,0,1
"Players: ((3, 1) facing (1, 0) holding onion@(3, 1), (1, 1) facing (1, 0) holding onion@(1, 1)), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	8], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 40","[ 0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  3.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  1.  1.
  0.  3.  0. 32.  0. -1.  1.  0.  1.  1.  0.  0.  1.  0.  1.  0.  0.  0.
  0.  0.  0.  0. -1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  1. -2.  0.  3.  1.]",5,0,0
"Players: ((3, 1) facing (1, 0) holding None, (1, 1) facing (1, 0) holding onion@(1, 1)), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	9, soup@(4, 1)
Ingredients:	[onion@(4, 1)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 41","[ 0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1.  2.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  1.  0.  0.  0.
  0.  1.  0.  0.  1.  0.  1.  0.  1.  1.  0.  3.  0. 31.  0. -1.  1.  0.
  1.  1.  2.  0.  1.  1.]",5,0,1
"Players: ((3, 1) facing (1, 0) holding None, (1, 1) facing (1, 0) holding None), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	10, soup@(4, 1)
Ingredients:	[onion@(4, 1)]
Cooking Tick:	-1, onion@(2, 1)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 42","[ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  3.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  1.  0.  1.  0.  1.  1.
  0.  3.  0. 30.  0. -1.  1.  0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.
 -1.  0.  0.  0. -1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  1. -2.  0.  3.  1.]",3,0,0
"Players: ((3, 1) facing (-1, 0) holding None, (1, 1) facing (1, 0) holding None), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	11, soup@(4, 1)
Ingredients:	[onion@(4, 1)]
Cooking Tick:	-1, onion@(2, 1)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 43","[ 0.  0.  1.  0.  0.  0.  0.  0. -1.  0.  0.  0. -1.  2.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  1.  0.  1.  1.
  0.  3.  0. 29.  0. -1.  1.  0.  0.  0.  0.  1.  0.  0.  1.  0.  1.  0.
  1.  1.  2.  0.  1.  1.]",3,0,1
"Players: ((3, 1) facing (-1, 0) holding None, (1, 1) facing (-1, 0) holding None), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	12, soup@(4, 1)
Ingredients:	[onion@(4, 1)]
Cooking Tick:	-1, onion@(2, 1)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 44","[ 0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  3.  0.  0.  1.  0.  1.  1.  0.  3.  0. 28.  0. -1.  1.  0.  0.  0.
  0.  1.  0.  0.  1.  0.  1.  0.  1.  1.  0.  0.  0.  1.  0.  0.  0.  0.
 -1.  0.  0.  0. -1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  1. -2.  0.  3.  1.]",5,0,0
"Players: ((3, 1) facing (-1, 0) holding onion@(3, 1), (1, 1) facing (-1, 0) holding None), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	13, soup@(4, 1)
Ingredients:	[onion@(4, 1)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 45","[ 0.  0.  0.  1.  0.  0.  0.  0. -1.  0.  0.  0. -1.  2.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.  0.  0.  1.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  1.  0.  1.  1.
  0.  3.  0. 27.  0. -1.  1.  0.  0.  0.  0.  1.  0.  0.  1.  0.  1.  0.
  1.  1.  2.  0.  1.  1.]",5,0,1
"Players: ((3, 1) facing (-1, 0) holding onion@(3, 1), (1, 1) facing (-1, 0) holding onion@(1, 1)), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	14, soup@(4, 1)
Ingredients:	[onion@(4, 1)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 46","[ 0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  3.  0.  0.  1.  0.  1.  1.  0.  3.  0. 26.  0. -1.  1.  0.  0.  0.
  0.  1.  0.  0.  1.  0.  1.  0.  1.  1.  0.  0.  0.  1.  1.  0.  0.  0.
  0.  0.  0.  0. -1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  1. -2.  0.  3.  1.]",2,0,0
"Players: ((3, 1) facing (1, 0) holding onion@(3, 1), (1, 1) facing (-1, 0) holding onion@(1, 1)), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	15, soup@(4, 1)
Ingredients:	[onion@(4, 1)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 47","[ 0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0. -1.  2.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.  0.  1.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  1.  0.  0.  0.
  0.  1.  0.  0.  1.  0.  1.  0.  1.  1.  0.  3.  0. 25.  0. -1.  1.  0.
  1.  1.  2.  0.  1.  1.]",2,0,1
"Players: ((3, 1) facing (1, 0) holding onion@(3, 1), (1, 1) facing (1, 0) holding onion@(1, 1)), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	16, soup@(4, 1)
Ingredients:	[onion@(4, 1)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 48","[ 0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  3.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  1.  0.  1.  0.  1.  1.
  0.  3.  0. 24.  0. -1.  1.  0.  1.  1.  0.  0.  1.  0.  1.  0.  0.  0.
  0.  0.  0.  0. -1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  1. -2.  0.  3.  1.]",5,0,0
"Players: ((3, 1) facing (1, 0) holding None, (1, 1) facing (1, 0) holding onion@(1, 1)), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	17, soup@(4, 1)
Ingredients:	[onion@(4, 1), onion@(4, 1)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 49","[ 0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1.  2.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  1.  0.  0.  0.
  0.  2.  0.  0.  1.  0.  1.  0.  1.  1.  0.  3.  0. 23.  0. -1.  1.  0.
  1.  1.  2.  0.  1.  1.]",5,0,1
"Players: ((3, 1) facing (1, 0) holding None, (1, 1) facing (1, 0) holding None), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	18, soup@(4, 1)
Ingredients:	[onion@(4, 1), onion@(4, 1)]
Cooking Tick:	-1, onion@(2, 1)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 50","[ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  3.  0.  0.  1.  0.  0.  0.  0.  2.  0.  0.  1.  0.  1.  0.  1.  1.
  0.  3.  0. 22.  0. -1.  1.  0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.
 -1.  0.  0.  0. -1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  1. -2.  0.  3.  1.]",3,0,0
"Players: ((3, 1) facing (-1, 0) holding None, (1, 1) facing (1, 0) holding None), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	19, soup@(4, 1)
Ingredients:	[onion@(4, 1), onion@(4, 1)]
Cooking Tick:	-1, onion@(2, 1)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 51","[ 0.  0.  1.  0.  0.  0.  0.  0. -1.  0.  0.  0. -1.  2.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  1.  0.  1.  1.
  0.  3.  0. 21.  0. -1.  1.  0.  0.  0.  0.  2.  0.  0.  1.  0.  1.  0.
  1.  1.  2.  0.  1.  1.]",3,0,1
"Players: ((3, 1) facing (-1, 0) holding None, (1, 1) facing (-1, 0) holding None), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	20, soup@(4, 1)
Ingredients:	[onion@(4, 1), onion@(4, 1)]
Cooking Tick:	-1, onion@(2, 1)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 52","[ 0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  3.  0.  0.  1.  0.  1.  1.  0.  3.  0. 20.  0. -1.  1.  0.  0.  0.
  0.  2.  0.  0.  1.  0.  1.  0.  1.  1.  0.  0.  0.  1.  0.  0.  0.  0.
 -1.  0.  0.  0. -1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  1. -2.  0.  3.  1.]",5,0,0
"Players: ((3, 1) facing (-1, 0) holding onion@(3, 1), (1, 1) facing (-1, 0) holding None), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	21, soup@(4, 1)
Ingredients:	[onion@(4, 1), onion@(4, 1)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 53","[ 0.  0.  0.  1.  0.  0.  0.  0. -1.  0.  0.  0. -1.  2.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.  0.  0.  1.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  1.  0.  1.  1.
  0.  3.  0. 19.  0. -1.  1.  0.  0.  0.  0.  2.  0.  0.  1.  0.  1.  0.
  1.  1.  2.  0.  1.  1.]",5,0,1
"Players: ((3, 1) facing (-1, 0) holding onion@(3, 1), (1, 1) facing (-1, 0) holding onion@(1, 1)), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	22, soup@(4, 1)
Ingredients:	[onion@(4, 1), onion@(4, 1)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 54","[ 0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  3.  0.  0.  1.  0.  1.  1.  0.  3.  0. 18.  0. -1.  1.  0.  0.  0.
  0.  2.  0.  0.  1.  0.  1.  0.  1.  1.  0.  0.  0.  1.  1.  0.  0.  0.
  0.  0.  0.  0. -1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  1. -2.  0.  3.  1.]",2,0,0
"Players: ((3, 1) facing (1, 0) holding onion@(3, 1), (1, 1) facing (-1, 0) holding onion@(1, 1)), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	23, soup@(4, 1)
Ingredients:	[onion@(4, 1), onion@(4, 1)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 55","[ 0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0. -1.  2.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.  0.  1.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  1.  0.  0.  0.
  0.  2.  0.  0.  1.  0.  1.  0.  1.  1.  0.  3.  0. 17.  0. -1.  1.  0.
  1.  1.  2.  0.  1.  1.]",2,0,1
"Players: ((3, 1) facing (1, 0) holding onion@(3, 1), (1, 1) facing (1, 0) holding onion@(1, 1)), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	24, soup@(4, 1)
Ingredients:	[onion@(4, 1), onion@(4, 1)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 56","[ 0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  3.  0.  0.  1.  0.  0.  0.  0.  2.  0.  0.  1.  0.  1.  0.  1.  1.
  0.  3.  0. 16.  0. -1.  1.  0.  1.  1.  0.  0.  1.  0.  1.  0.  0.  0.
  0.  0.  0.  0. -1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  1. -2.  0.  3.  1.]",5,0,0
"Players: ((3, 1) facing (1, 0) holding None, (1, 1) facing (1, 0) holding onion@(1, 1)), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	25, soup@(4, 1)
Ingredients:	[onion@(4, 1), onion@(4, 1), onion@(4, 1)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 57","[ 0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1.  2.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  1.  0.  1.  0.
  0.  3.  0.  0.  1.  0.  1.  0.  1.  1.  0.  3.  0. 15.  0. -1.  1.  0.
  1.  1.  2.  0.  1.  1.]",5,0,1
"Players: ((3, 1) facing (1, 0) holding None, (1, 1) facing (1, 0) holding None), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	26, soup@(4, 1)
Ingredients:	[onion@(4, 1), onion@(4, 1), onion@(4, 1)]
Cooking Tick:	-1, onion@(2, 1)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 58","[ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  3.  0.  0.  1.  0.  1.  0.  0.  3.  0.  0.  1.  0.  1.  0.  1.  1.
  0.  3.  0. 14.  0. -1.  1.  0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.
 -1.  0.  0.  0. -1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  1. -2.  0.  3.  1.]",5,0,0
